issue_id,severity,family,title,evidence,likely_root_cause,fix_direction,acceptance_test,status,source
SPEC-F033,S2,broad_spec_feature,Finish broad-spec feature: feature 33,feature_name=Quiet mode; category=jobs; current_status=missing; evidence=needed for local model/backfill; missing_work=pause summaries/projection/dense; rc_required=yes; broad_required=yes; owner_module=jobs/settings/ui; dependencies=internal; tests=quiet tests; receipts=QuietModeReceiptV1; phase=P055-P059; claim_boundary=RC useful,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F034,S2,broad_spec_feature,Finish broad-spec feature: feature 34,feature_name=Package scope cleanup; category=packaging; current_status=partial; evidence=package includes unrelated root docs; missing_work=scope to Gloss+explicit deps; rc_required=yes; broad_required=yes; owner_module=z.py/scripts; dependencies=packager; tests=package audit; receipts=PackageScopeReceiptV1; phase=P060-P065; claim_boundary=avoid Codex contamination,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F035,S2,broad_spec_feature,Finish broad-spec feature: feature 35,feature_name=Current run sidecar truth; category=packaging; current_status=partial; evidence=codex sidecar says P30; missing_work=derive from CURRENT_RUN; rc_required=yes; broad_required=yes; owner_module=scripts/z.py; dependencies=packager; tests=sidecar test; receipts=CurrentRunTruthReceiptV1; phase=P060-P065; claim_boundary=S0,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F036,S2,broad_spec_feature,Finish broad-spec feature: feature 36,feature_name=Fresh unzip replay; category=release; current_status=partial; evidence=scripts exist but live final incomplete; missing_work=run and receipt; rc_required=yes; broad_required=yes; owner_module=scripts/docs; dependencies=shell/python; tests=fresh replay; receipts=ReplayReceiptV1; phase=P066-P071; claim_boundary=release gate,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F037,S2,broad_spec_feature,Finish broad-spec feature: feature 37,feature_name=Desktop smoke; category=release; current_status=partial; evidence=current harness writes LIVE_DESKTOP_SMOKE_RECEIPT.json with scripted contract pass and capability probes but live_desktop_exercised=false; missing_work=add live GUI driver and release-grade desktop receipt; rc_required=yes; broad_required=yes; owner_module=scripts/app; dependencies=tauri; tests=desktop smoke; receipts=LiveDesktopSmokeReceiptV1; phase=P066-P071; claim_boundary=release gate,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,blocked_p6_live_gui_driver_missing,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F038,S2,broad_spec_feature,Finish broad-spec feature: feature 38,feature_name=Studio summaries; category=studio; current_status=partial; evidence=summary queue exists; missing_work=truth/receipts first; richer outputs later; rc_required=no; broad_required=yes; owner_module=studio/summarize; dependencies=providers; tests=studio tests; receipts=StudioReceiptV1; phase=P102-P106; claim_boundary=blocked behind RC,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F039,S2,broad_spec_feature,Finish broad-spec feature: feature 39,feature_name=Reports/flashcards/quizzes; category=studio; current_status=partial; evidence=deterministic source-cited report summary outline FAQ flashcards quiz and action-plan artifacts persist through Studio backend and Inspector Dock Studio panel with JSON export; missing_work=model-generated Studio workflow with prompt/generation receipts; rc_required=no; broad_required=yes; owner_module=studio/ui; dependencies=internal; tests=cargo test studio + npm test + studio artifacts gate; receipts=StudioArtifactReceiptV1; StudioExportReceiptV1; phase=P107-P110; claim_boundary=deterministic source-bound artifacts and JSON export only,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Add model-generated Studio path only with explicit receipts and schema validation.,cargo test --manifest-path src-tauri/Cargo.toml studio -- --nocapture && npm test && python3 validation/gloss_studio_artifacts_gate.py --repo .,partial_p7_studio_ui_export_verified,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F040,S2,broad_spec_feature,Finish broad-spec feature: feature 40,feature_name=Mind maps/timelines; category=studio; current_status=partial; evidence=deterministic source-cited mind map timeline and compare-table artifacts persist through Studio backend and Inspector Dock Studio panel with JSON export; missing_work=model-generated graph/timeline workflow with prompt/generation receipts; rc_required=no; broad_required=yes; owner_module=studio/ui; dependencies=internal; tests=cargo test studio + npm test + studio artifacts gate; receipts=StudioArtifactReceiptV1; StudioExportReceiptV1; phase=P107-P110; claim_boundary=deterministic source-bound artifacts and JSON export only,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Add model-generated Studio path only with explicit receipts and schema validation.,cargo test --manifest-path src-tauri/Cargo.toml studio -- --nocapture && npm test && python3 validation/gloss_studio_artifacts_gate.py --repo .,partial_p7_studio_ui_export_verified,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F041,S2,broad_spec_feature,Finish broad-spec feature: feature 41,feature_name=Notebook export/import; category=storage; current_status=missing; evidence=broad spec only; missing_work=portable db/artifact/export receipt; rc_required=no; broad_required=yes; owner_module=db/export; dependencies=sqlite/json; tests=export tests; receipts=NotebookExportReceiptV1; phase=P104-P106; claim_boundary=blocked behind RC,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F042,S2,broad_spec_feature,Finish broad-spec feature: feature 42,feature_name=DB doctor/repair; category=storage; current_status=partial; evidence=backend doctor detects source-count drift missing notebook DBs orphan notebook auxiliary rows failed-import source rows and stale queue jobs with receipt-bearing repair and Sources panel exposes failed-import review quarantine delete workflow; missing_work=full database recovery and historical failed-import batch replay; rc_required=no; broad_required=yes; owner_module=db/ui; dependencies=sqlite; tests=doctor tests + stale_queue + failed_import_quarantine + npm contract; receipts=DbDoctorReceiptV1; FailedImportQuarantineReceiptV1; phase=P104-P106; claim_boundary=claim backend doctor Settings check/repair UI stale queue cancellation and failed-import review/quarantine/delete workflow only,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Add broader database recovery or batch replay only after receipt-gated tests.,cargo test --manifest-path src-tauri/Cargo.toml db_doctor -- --nocapture && cargo test --manifest-path src-tauri/Cargo.toml stale_queue -- --nocapture && cargo test --manifest-path src-tauri/Cargo.toml failed_import_quarantine -- --nocapture && python3 validation/gloss_failed_import_quarantine_gate.py --repo .,partial_p7_failed_import_workflow_verified,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F043,S2,broad_spec_feature,Finish broad-spec feature: feature 43,"feature_name=Security/privacy release; category=security; current_status=partial; evidence=security doc exists, audit passes; missing_work=API key, prompt redaction, package review; rc_required=yes; broad_required=yes; owner_module=settings/secret/ui; dependencies=aes-gcm/Tauri; tests=security tests; receipts=SecurityReviewReceiptV1; phase=P068-P072; claim_boundary=release gate",Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F044,S2,broad_spec_feature,Finish broad-spec feature: feature 44,feature_name=Public README claim boundary; category=docs; current_status=partial; evidence=PUBLIC_CLAIM_DIFF exists; missing_work=update after receipts; rc_required=yes; broad_required=yes; owner_module=README/docs; dependencies=n/a; tests=claim review; receipts=PublicClaimDiff.md; phase=P070-P074; claim_boundary=no overclaim,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F045,S2,broad_spec_feature,Finish broad-spec feature: feature 45,feature_name=Large notebook performance; category=performance; current_status=partial; evidence=UI shows 1k+ source issues; missing_work=bench/progress/virtualization; rc_required=no; broad_required=yes; owner_module=ui/retrieval/jobs; dependencies=React/db; tests=perf tests; receipts=PerformanceReceiptV1; phase=P106-P110; claim_boundary=broad follow-up,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
GLOSS-NP34-S3-049,S3,existing_issue,,npm run build passes but warns notebookStore is both dynamically and statically imported.,store dynamic import used for refreshNotebookList while many static imports exist.,Make refreshNotebookList helper static or isolate it in a separate module to eliminate warning.,,closed_p5_verified,ISSUE_LEDGER.csv
GLOSS-NP34-S3-050,S3,existing_issue,,npm test runs one custom contract test file only.,"UI behavior is not covered by component/store tests for ingestion, evidence drawer, status bar, settings, cancellation.",Add Vitest or expand custom tests for store/actions/evidence UI. Keep deterministic no browser needed tests first.,,open,ISSUE_LEDGER.csv
GLOSS-NP34-S3-051,S3,existing_issue,,Evidence UI and logs expose long source IDs; useful but too noisy for default UX.,Diagnostics lack display-name/short-ID formatting policy.,Add formatSourceScopeSummary and shortId helper; full UUIDs only in copied JSON/logs.,,closed_p5_verified,ISSUE_LEDGER.csv
GLOSS-NP34-S3-052,S3,existing_issue,,183 files take several minutes; code processes one source at a time with 50ms pause and no parallel CPU chunking control.,Safe but slow import pipeline; user has limited progress insight.,"Keep sequential GPU/projection, but allow bounded CPU extraction/chunking parallelism with receipts; show ETA/progress.",,open_next_pass,ISSUE_LEDGER.csv
GLOSS-NP34-S3-053,S3,existing_issue,,SettingsDialog/index.tsx is 1027 lines.,Settings surface is becoming monolithic.,"Split into provider, memory, background jobs, security, diagnostics tabs/components.",,open_next_pass,ISSUE_LEDGER.csv
GLOSS-NP34-S3-054,S3,existing_issue,,"ChatPanel.tsx is 638 lines and contains parse, evidence, UI, control logic.",UI state and evidence rendering are bundled.,"Extract EvidenceDrawer, ChatComposer, ConversationSelector, MessageList into modules.",,open_next_pass,ISSUE_LEDGER.csv
GLOSS-NP34-S3-055,S3,existing_issue,,sources/mod.rs is 3240 lines; chat/mod.rs is 3002 lines.,Backend command modules remain too large for reliable auditing.,"Split sources into import, lifecycle, projection, diagnostics, summary modules. Split chat into turn, retrieval, evidence, provider_stream modules.",,open_next_pass,ISSUE_LEDGER.csv
GLOSS-NP34-S3-056,S3,existing_issue,,README validation block tells user to run p33 scripts that are missing in active scripts.,Docs not synchronized with code/control pack.,README must point to current scripts only and include alpha caveats/runtime limitations.,,closed_p0_verified,ISSUE_LEDGER.csv
GLOSS-NP34-S3-057,S3,existing_issue,,"Root includes install_into_gloss.sh, install_into_repo.py, install_into_repo.sh, codex-control-pack and codex_control_pack.",Multiple installer/control surfaces unclear.,Quarantine old installers; retain one current install script with receipts.,,closed_p0_verified,ISSUE_LEDGER.csv
GLOSS-NP34-S3-058,S3,existing_issue,,"The useful user runtime log was external; repo has no gate to detect notebook_not_found storms, context-length projection errors, citation zeroing, or UUID floods.",Runtime defects are not captured as regression tests from logs.,Add scripts/gloss_runtime_log_gate.py and fixture logs. It must fail on known bad log and pass on fixed log.,,closed_p6_verified,ISSUE_LEDGER.csv
GLOSS-NP34-S3-059,S3,existing_issue,,Current P33 issue matrix is stale and mixed with archived run truth.,No current P34 repair matrix exists.,Install GLOSS_P34_ISSUE_LEDGER.csv and require closure state per issue.,,closed_p0_verified,ISSUE_LEDGER.csv
GLOSS-NP34-S3-060,S3,existing_issue,,Spec is broad; release/current app narrower. Missing/deferred features could be mistaken for bugs.,No current non-goal list tied to feature matrix.,Add RELEASE_NON_GOALS.md: mobile/cloud sharing/Deep Research/realtime voice/video overview etc. Update public README.,,closed_p6_verified,ISSUE_LEDGER.csv
